C:/intel\Perl\Programs\datalog\KDCTNLPBH_7721\1A,,,,,
2L651886C0303,F704716B_144_+00_-10,F704716B_144_+01_-10,,,FALSE
2L705535B1020,F7047140_689_-06_-09,F7047140_689_-02_-10,,,FALSE
2L705535B0706,F7047140_695_+03_-07,F7047140_695_-08_-08,,,FALSE
2L705535B0989,F7047140_691_-05_-01,F7047140_691_-07_-01,,,FALSE
2L705535B0745,F7047140_708_+06_-09,F7047140_708_+05_-09,,,FALSE
2L705535B0936,F7047140_683_+07_+06,F7047140_683_+08_+06,,,FALSE
2L705535B0695,F7047140_702_-01_+07,F7047140_702_-02_+07,,,FALSE
2L705535B0900,F7047140_705_-09_+06,F7047140_705_-03_+06,,,FALSE
2L705535B0060,F7047140_691_+10_+04,F7047140_691_+10_+03,,,FALSE
2L705535B1260,F7047140_693_-11_+01,F7047140_693_-12_+01,,,FALSE
2L705535B0393,F7047140_702_+09_-06,F7047140_702_+08_-07,,,FALSE
2L705535B0244,F7047140_702_-05_+00,F7047140_702_-04_+00,,,FALSE
2L705535B1237,F7047140_689_+07_+04,F7047140_689_+08_+04,,,FALSE
2L705535B0847,F7047140_683_+06_-08,F7047140_683_+03_-09,,,FALSE
2L705535B0859,F7047140_683_-05_-07,F7047140_683_-02_-08,,,FALSE
2L705535B0304,F7047140_702_-05_+02,F7047140_702_-04_+02,,,FALSE
2L705535B0757,F7047140_693_-04_+05,F7047140_693_-05_+05,,,FALSE
2L705535B0750,F7047140_708_-11_+03,F7047140_708_-12_+02,,,FALSE
2L705535B0701,F7047140_695_-01_-09,F7047140_695_-03_-09,,,FALSE
2L705535B0810,F7047140_683_+02_-09,F7047140_683_+01_-09,,,FALSE
2L705535B1118,F7047140_685_-05_-09,F7047140_685_-04_-09,,,FALSE
2L705535B0848,F7047140_683_-03_-03,F7047140_683_-04_-03,,,FALSE
2L705535B0785,F7047140_693_+00_+03,F7047140_693_-01_+03,,,FALSE
2L705535B0804,F7047140_708_-03_+08,F7047140_708_-01_+08,,,FALSE
2L705535B0744,F7047140_708_+12_+02,F7047140_708_+11_+01,,,FALSE
2L705535B0696,F7047140_708_-09_+05,F7047140_708_-10_+05,,,FALSE
2L705535B1000,F7047140_691_-03_-03,F7047140_691_-05_-03,,,FALSE
2L705535B1177,F7047140_693_+04_-07,F7047140_693_+03_-07,,,FALSE
2L705535B1236,F7047140_689_+01_+06,F7047140_689_+02_+06,,,FALSE
2L705535B0310,F7047140_702_-12_+02,F7047140_702_-11_+02,,,FALSE
2L705535B0726,F7047140_702_+02_+05,F7047140_702_+01_+05,,,FALSE
2L705535B1197,F7047140_693_-09_-01,F7047140_693_-10_-01,,,FALSE
2L705535B0860,F7047140_683_-05_-03,F7047140_683_-12_-04,,,FALSE
2L705535B0240,F7047140_702_+02_+02,F7047140_702_+03_+02,,,FALSE
2L705535B0734,F7047140_702_+04_+05,F7047140_702_+03_+05,,,FALSE
2L705535B0786,F7047140_693_+07_+04,F7047140_693_+09_+03,,,FALSE
2L705535B1228,F7047140_689_+11_+02,F7047140_689_+12_+02,,,FALSE
2L705535B0907,F7047140_683_-08_+05,F7047140_683_-09_+05,,,FALSE
2L705535B0801,F7047140_683_+00_-09,F7047140_683_-01_-09,,,FALSE
2L705535B0751,F7047140_708_+12_-04,F7047140_708_+11_-05,,,FALSE
2L705535B0234,F7047140_702_-03_+01,F7047140_702_-05_+01,,,FALSE
2L651886C0309,F704716B_144_-02_-10,F704716B_144_-01_-10,,,FALSE
2L705535B0379,F7047140_702_-01_-04,F7047140_702_+00_-04,,,FALSE
2L705535B0752,F7047140_708_+10_+02,F7047140_708_+11_+02,,,FALSE
2L705535B1202,F7047140_689_-04_+09,F7047140_689_-06_+08,,,FALSE
2L705535B1124,F7047140_685_-13_-02,F7047140_685_+12_-02,,,FALSE
2L705535B0926,F7047140_683_+03_+04,F7047140_683_+06_+04,,,FALSE
2L705535B0840,F7047140_683_+02_+03,F7047140_683_+01_+03,,,FALSE
2L705535B0838,F7047140_683_+12_+01,F7047140_683_+11_+01,,,FALSE
2L705535B1258,F7047140_693_-03_-02,F7047140_693_-02_-02,,,FALSE
2L705535B1096,F7047140_685_+05_+08,F7047140_685_+06_+08,,,FALSE
2L705535B0746,F7047140_708_-13_+00,F7047140_708_+12_+00,,,FALSE
2L705535B0929,F7047140_683_+07_+03,F7047140_683_+06_+03,,,FALSE
2L705535B0783,F7047140_693_-06_+05,F7047140_693_-08_+04,,,FALSE
2L705535B0711,F7047140_708_+02_+06,F7047140_708_+03_+06,,,FALSE
2L705535B0247,F7047140_702_-05_-02,F7047140_702_-03_-02,,,FALSE
2L705535B1001,F7047140_691_-04_+01,F7047140_691_-05_+01,,,FALSE
2L705535B0819,F7047140_683_-03_-05,F7047140_683_+01_-06,,,FALSE
2L705535B0364,F7047140_702_+03_-07,F7047140_702_+01_-07,,,FALSE
2L705535B0891,F7047140_705_+11_+03,F7047140_705_+10_+03,,,FALSE
2L705535B0834,F7047140_683_-02_+03,F7047140_683_-03_+03,,,FALSE
2L705535B0996,F7047140_702_+04_-04,F7047140_702_+11_-04,,,FALSE
2L705535B0057,F7047140_691_-10_+05,F7047140_691_-11_+04,,,FALSE
2L705535B1003,F7047140_691_-07_+01,F7047140_691_-09_+01,,,FALSE
2L705535B0998,F7047140_691_-01_-03,F7047140_691_-02_-03,,,FALSE
2L651886C0300,F704716B_102_+13_+02,F704716B_102_+13_-02,,,FALSE
2L705535B0737,F7047140_708_+02_+03,F7047140_708_-10_+03,,,FALSE
2L705535B0940,F7047140_683_-03_+04,F7047140_683_-02_+04,,,FALSE
2L705535B0943,F7047140_683_+11_+04,F7047140_683_+12_+03,,,FALSE
2L705535B0301,F7047140_702_+10_+01,F7047140_702_+07_+01,,,FALSE
2L705535B1115,F7047140_685_+12_-03,F7047140_685_+11_-04,,,FALSE
2L705535B0377,F7047140_702_+01_-09,F7047140_702_+00_-09,,,FALSE
2L705535B0049,F7047140_691_-07_+04,F7047140_691_+01_+04,,,FALSE
2L705535B0939,F7047140_683_-05_+05,F7047140_683_-07_+05,,,FALSE
2L705535B1207,F7047140_693_+01_-09,F7047140_693_+00_-09,,,FALSE
2L705535B1146,F7047140_702_-07_+04,F7047140_702_-05_+04,,,FALSE
2L705535B0709,F7047140_702_+01_+07,F7047140_702_+00_+07,,,FALSE
2L705535B1102,F7047140_685_-04_+09,F7047140_685_+02_+08,,,FALSE
2L705535B1238,F7047140_689_+04_+06,F7047140_689_+07_+06,,,FALSE
2L705535B0846,F7047140_683_-01_-03,F7047140_683_-02_-03,,,FALSE
2L705535B1196,F7047140_693_-11_-05,F7047140_693_-04_-06,,,FALSE
2L705535B1191,F7047140_693_-11_-02,F7047140_693_-09_-02,,,FALSE
2L705535B0807,F7047140_683_+02_-07,F7047140_683_-01_-07,,,FALSE
2L705535B0287,F7047140_702_-11_+03,F7047140_702_-12_+03,,,FALSE
2L705535B1105,F7047140_689_+13_-01,F7047140_689_+11_-01,,,FALSE
2L705535B1222,F7047140_689_+10_+01,F7047140_689_+09_+01,,,FALSE
2L705535B0763,F7047140_693_+01_+05,F7047140_693_+00_+05,,,FALSE
2L705535B0913,F7047140_683_-03_+05,F7047140_683_-04_+05,,,FALSE
2L705535B0803,F7047140_683_-02_-09,F7047140_683_-03_-09,,,FALSE
2L705535B0823,F7047140_683_+05_-01,F7047140_683_-05_-01,,,FALSE
2L705535B0829,F7047140_683_+12_+00,F7047140_683_+13_+00,,,FALSE
2L705535B0723,F7047140_702_+02_+06,F7047140_702_+04_+06,,,FALSE
2L705535B0893,F7047140_705_+09_+03,F7047140_705_+04_+03,,,FALSE
2L705535B0809,F7047140_708_-02_+09,F7047140_708_-06_+08,,,FALSE
2L705535B1004,F7047140_691_-03_-02,F7047140_691_-02_-02,,,FALSE
2L705535B0999,F7047140_702_+12_-03,F7047140_702_+11_-03,,,FALSE
2L705535B1181,F7047140_693_-11_-03,F7047140_693_-10_-04,,,FALSE
2L705535B0904,F7047140_683_+09_+06,F7047140_683_+10_+05,,,FALSE
2L705535B1212,F7047140_693_-07_-07,F7047140_693_-07_-08,,,FALSE
2L705535B1178,F7047140_693_-03_-06,F7047140_693_-01_-06,,,FALSE
2L705535B0313,F7047140_702_+04_+02,F7047140_702_+05_+02,,,FALSE
2L705535B1205,F7047140_693_+03_-09,F7047140_693_+02_-09,,,FALSE
2L705535B1130,F7047140_685_+12_+02,F7047140_685_+12_+01,,,FALSE
2L705535B0795,F7047140_693_-06_+04,F7047140_693_-02_+04,,,FALSE
2L705535B0391,F7047140_702_+04_-02,F7047140_702_+06_-02,,,FALSE
2L705535B0992,F7047140_691_+10_-04,F7047140_691_+11_-04,,,FALSE
2L705535B0716,F7047140_695_+09_-05,F7047140_695_+07_-05,,,FALSE
2L705535B0816,F7047140_683_+03_-08,F7047140_683_+05_-08,,,FALSE
2L705535B0768,F7047140_693_+04_+08,F7047140_693_+06_+08,,,FALSE
2L705535B1007,F7047140_691_-12_+02,F7047140_691_-10_+02,,,FALSE
2L705535B0708,F7047140_708_+08_+06,F7047140_708_+09_+05,,,FALSE
2L705535B0370,F7047140_691_+03_+07,F7047140_691_+02_+07,,,FALSE
2L705535B0815,F7047140_708_+02_+09,F7047140_708_+01_+09,,,FALSE
2L705535B1149,F7047140_685_+00_-09,F7047140_685_-01_-09,,,FALSE
2L705535B1221,F7047140_689_+03_+07,F7047140_689_+02_+07,,,FALSE
2L705535B1209,F7047140_693_+07_-07,F7047140_693_+05_-07,,,FALSE
2L705535B0916,F7047140_683_-02_+07,F7047140_683_-03_+07,,,FALSE
2L705535B0376,F7047140_691_+08_+07,F7047140_691_+06_+07,,,FALSE
2L705535B0349,F7047140_691_+01_+07,F7047140_691_+00_+07,,,FALSE
2L705535B0802,F7047140_708_+08_+05,F7047140_708_+07_+05,,,FALSE
2L705535B0997,F7047140_691_-03_-01,F7047140_691_-04_-01,,,FALSE
2L705535B0250,F7047140_702_-09_+01,F7047140_702_-11_+01,,,FALSE
2L705535B0779,F7047140_693_-04_+03,F7047140_693_-05_+03,,,FALSE
2L705535B1219,F7047140_689_+09_+04,F7047140_689_+10_+04,,,FALSE
2L705535B1211,F7047140_693_+03_-08,F7047140_693_+04_-08,,,FALSE
2L705535B0237,F7047140_702_+11_+00,F7047140_702_+12_+00,,,FALSE
2L705535B0788,F7047140_693_-06_+02,F7047140_693_-05_+02,,,FALSE
2L705535B0702,F7047140_708_+06_+05,F7047140_708_+05_+05,,,FALSE
2L705535B0821,F7047140_683_+11_-01,F7047140_683_+07_-01,,,FALSE
2L705535B0826,F7047140_683_+11_+02,F7047140_683_+12_+02,,,FALSE
2L705535B0392,F7047140_702_-02_-03,F7047140_702_-03_-03,,,FALSE
2L705535B0251,F7047140_702_+05_-01,F7047140_702_+04_-01,,,FALSE
2L705535B1234,F7047140_689_+10_+03,F7047140_689_+09_+03,,,FALSE
2L705535B0743,F7047140_708_+11_+03,F7047140_708_+09_+03,,,FALSE
2L705535B0894,F7047140_705_+06_+05,F7047140_705_+05_+05,,,FALSE
2L705535B0761,F7047140_693_+01_+07,F7047140_693_+00_+07,,,FALSE
2L705535B0755,F7047140_708_+07_+03,F7047140_708_+03_+03,,,FALSE
2L705535B0713,F7047140_708_+04_+06,F7047140_708_+05_+06,,,FALSE
2L705535B0765,F7047140_708_-03_-09,F7047140_708_-04_-09,,,FALSE
2L705535B0739,F7047140_708_-01_-09,F7047140_708_-02_-09,,,FALSE
2L705535B0748,F7047140_693_-02_+08,F7047140_693_-01_+08,,,FALSE
2L705535B0773,F7047140_693_-01_+07,F7047140_693_-02_+07,,,FALSE
2L705535B1241,F7047140_693_+11_+00,F7047140_693_+12_+00,,,FALSE
2L705535B1215,F7047140_693_+07_-06,F7047140_693_+10_-06,,,FALSE
2L705535B0899,F7047140_705_+09_+04,F7047140_705_+10_+04,,,FALSE
2L705535B1179,F7047140_693_-09_-03,F7047140_693_-10_-03,,,FALSE
2L705535B1180,F7047140_693_-06_-08,F7047140_693_-05_-08,,,FALSE
2L705535B1230,F7047140_689_-05_+07,F7047140_689_-06_+07,,,FALSE
2L705535B0373,F7047140_691_+01_+09,F7047140_691_-01_+09,,,FALSE
2L705535B0371,F7047140_702_-03_-09,F7047140_702_-04_-09,,,FALSE
2L705535B0791,F7047140_693_+04_+03,F7047140_693_+03_+03,,,FALSE
2L705535B0732,F7047140_702_+06_+05,F7047140_702_+05_+05,,,FALSE
2L705535B0729,F7047140_702_-02_+06,F7047140_702_-01_+06,,,FALSE
2L705535B1226,F7047140_689_+07_+03,F7047140_689_+09_+02,,,FALSE
2L705535B0233,F7047140_702_-03_-01,F7047140_702_-05_-01,,,FALSE
2L705535B0378,F7047140_691_+01_+06,F7047140_691_+02_+06,,,FALSE
2L705535B0776,F7047140_693_+02_+06,F7047140_693_+04_+06,,,FALSE
2L705535B0842,F7047140_683_-04_-04,F7047140_683_-03_-04,,,FALSE
2L705535B0767,F7047140_693_-06_+06,F7047140_693_-05_+06,,,FALSE
2L705535B0728,F7047140_702_+00_+05,F7047140_702_-01_+05,,,FALSE
2L705535B0897,F7047140_705_+04_+04,F7047140_705_+05_+04,,,FALSE
2L705535B1239,F7047140_689_+05_+07,F7047140_689_+04_+07,,,FALSE
2L705535B0282,F7047140_702_+06_+03,F7047140_702_+05_+03,,,FALSE
2L705535B0365,F7047140_691_-03_+09,F7047140_691_-05_+08,,,FALSE
2L705535B1243,F7047140_693_+11_-01,F7047140_693_-04_-01,,,FALSE
2L705535B0888,F7047140_705_+02_+05,F7047140_705_+00_+05,,,FALSE
2L705535B0754,F7047140_708_-05_-09,F7047140_693_+02_+09,,,FALSE
2L705535B0387,F7047140_702_+09_-05,F7047140_702_+05_-05,,,FALSE
2L705535B1195,F7047140_693_-06_-04,F7047140_693_-05_-04,,,FALSE
2L705535B0800,F7047140_708_+05_+08,F7047140_708_+06_+08,,,FALSE
2L705535B0800,F7047140_708_+05_+08,F7047140_708_+06_+08,,,FALSE
2L705535B1216,F7047140_689_-02_+08,F7047140_689_+01_+08,,,FALSE
2L705535B1208,F7047140_689_+02_+08,F7047140_689_+03_+08,,,FALSE
2L705535B0782,F7047140_693_-02_+02,F7047140_693_+03_+02,,,FALSE
2L705535B1214,F7047140_689_-04_+08,F7047140_689_-03_+08,,,FALSE
2L705535B0837,F7047140_683_-05_+02,F7047140_683_-03_+02,,,FALSE
2L705535B0793,F7047140_693_+02_+03,F7047140_693_+01_+03,,,FALSE
2L705535B0766,F7047140_693_+01_+04,F7047140_693_+02_+04,,,FALSE
2L705535B0753,F7047140_695_+06_-04,F7047140_695_+07_-04,,,FALSE
2L705535B0798,F7047140_693_+08_+03,F7047140_693_+07_+03,,,FALSE
2L705535B1259,F7047140_693_+11_+01,F7047140_693_+10_+01,,,FALSE
2L705535B0851,F7047140_683_+11_-05,F7047140_683_+05_-05,,,FALSE
2L651886C0315,F704716B_144_-12_-04,F704716B_144_-08_-08,,,FALSE
2L705535B1250,F7047140_693_-04_+00,F7047140_693_-03_+00,,,FALSE
2L705535B1187,F7047140_693_-07_-03,F7047140_693_-08_-03,,,FALSE
2L705535B1220,F7047140_689_+12_+01,F7047140_689_+11_+01,,,FALSE
