C:/intel\Perl\Programs\datalog\KDCTNLPBH_7721\1A,,,,,
2L705535B0279,F7047140_702_-01_+03,F7047140_702_-02_+03,,,FALSE
2L705535B0806,F7047140_708_+00_+08,F7047140_708_+02_+08,,,FALSE
2L705535B1252,F7047140_693_-01_-03,F7047140_693_-02_-03,,,FALSE
2L705535B0740,F7047140_708_+12_-02,F7047140_708_-12_-04,,,FALSE
2L705535B1194,F7047140_693_-03_-03,F7047140_693_-04_-03,,,FALSE
2L705535B0882,F7047140_691_+07_-07,F7047140_691_+04_-07,,,FALSE
2L705535B0710,F7047140_702_-04_+07,F7047140_702_-05_+07,,,FALSE
2L705535B0781,F7047140_693_-06_+03,F7047140_693_-07_+03,,,FALSE
2L705535B0857,F7047140_683_+02_-04,F7047140_683_+03_-04,,,FALSE
2L705535B0381,F7047140_702_-01_-05,F7047140_702_-11_-05,,,FALSE
2L705535B0759,F7047140_693_+06_+07,F7047140_693_+02_+07,,,FALSE
2L628360B0225,Z340515C_691_+22_+13,Z340515C_691_+22_+13,,,FALSE
2L705535B0777,F7047140_708_+07_-08,F7047140_708_+08_-08,,,FALSE
2L705535B0200,F7047140_693_-07_-06,F7047140_695_-09_+02,,,FALSE
2L705535B0087,F7047140_691_+07_-03,F7047140_691_+06_-03,,,FALSE
2L705535B1123,F7047140_685_+03_-09,F7047140_685_+01_-09,,,FALSE
2L705535B1254,F7047140_693_-10_+00,F7047140_693_-09_+00,,,FALSE
2L705535B1125,F7047140_685_+09_+06,F7047140_685_+10_+05,,,FALSE
2L705535B1185,F7047140_693_-05_-03,F7047140_693_-06_-03,,,FALSE
2L705535B0703,F7047140_702_+00_+09,F7047140_702_-02_+09,,,FALSE
2L705535B1184,F7047140_693_-07_-05,F7047140_693_-09_-05,,,FALSE
2L705535B0805,F7047140_708_+01_+07,F7047140_708_-01_+07,,,FALSE
2L705535B0389,F7047140_702_-02_-02,F7047140_702_+03_-02,,,FALSE
2L705535B0770,F7047140_693_+06_+05,F7047140_693_+05_+05,,,FALSE
2L705535B0843,F7047140_683_+04_-05,F7047140_683_+03_-05,,,FALSE
2L705535B0724,F7047140_695_+10_-04,F7047140_695_+11_-05,,,FALSE
2L705535B0249,F7047140_702_+12_+02,F7047140_702_+12_+01,,,FALSE
2L705535B0363,F7047140_691_-06_+06,F7047140_691_-05_+06,,,FALSE
2L705535B1227,F7047140_689_+08_+07,F7047140_689_+06_+07,,,FALSE
2L705535B1203,F7047140_693_+02_-07,F7047140_693_+01_-07,,,FALSE
2L705535B0285,F7047140_702_-09_+03,F7047140_702_-10_+03,,,FALSE
2L705535B0780,F7047140_693_+06_+03,F7047140_693_+05_+03,,,FALSE
2L705535B1225,F7047140_689_+03_+05,F7047140_689_-11_+05,,,FALSE
2L705535B0736,F7047140_693_+00_+09,F7047140_693_-04_+08,,,FALSE
2L705535B0792,F7047140_693_+03_+04,F7047140_693_+04_+04,,,FALSE
2L705535B0876,F7047140_691_-01_-07,F7047140_691_-03_-07,,,FALSE
2L705535B0879,F7047140_705_-05_+08,F7047140_705_-04_+08,,,FALSE
2L705535B0994,F7047140_691_+11_-05,F7047140_691_+09_-07,,,FALSE
2L705535B1121,F7047140_685_-11_+04,F7047140_685_-10_+04,,,FALSE
2L705535B0747,F7047140_708_-11_+04,F7047140_708_-10_+04,,,FALSE
2L705535B0725,F7047140_702_+05_+06,F7047140_702_+06_+06,,,FALSE
2L705535B1117,F7047140_685_+10_-06,F7047140_685_+08_-07,,,FALSE
2L705535B0844,F7047140_683_+05_-07,F7047140_683_+03_-07,,,FALSE
2L705535B0337,F7047140_691_-08_+06,F7047140_691_-07_+06,,,FALSE
2L705535B1137,F7047140_702_-07_+05,F7047140_702_-08_+05,,,FALSE
2L705535B0374,F7047140_691_+05_+08,F7047140_691_+06_+08,,,FALSE
2L705535B0937,F7047140_683_+09_+03,F7047140_683_+08_+03,,,FALSE
2L705535B0361,F7047140_702_+12_-04,F7047140_702_+11_-05,,,FALSE
2L705535B0360,F7047140_691_+01_+08,F7047140_691_+02_+08,,,FALSE
2L705535B0814,F7047140_708_+03_+07,F7047140_708_+02_+07,,,FALSE
2L705535B0399,F7047140_702_+03_-05,F7047140_702_+01_-05,,,FALSE
2L705535B0758,F7047140_693_+08_+05,F7047140_693_+07_+05,,,FALSE
2L705535B0852,F7047140_683_+06_-02,F7047140_683_+06_-03,,,FALSE
2L705535B1155,F7047140_685_+06_-08,F7047140_685_+07_-08,,,FALSE
2L705535B0771,F7047140_708_+01_-09,F7047140_708_+00_-09,,,FALSE
2L705535B0995,F7047140_691_-13_+01,F7047140_691_+11_+00,,,FALSE
2L705535B1128,F7047140_685_-11_+03,F7047140_685_+11_+02,,,FALSE
2L705535B0928,F7047140_683_+07_+04,F7047140_683_+08_+04,,,FALSE
2L705535B1257,F7047140_693_+11_+02,F7047140_693_+12_+02,,,FALSE
2L705535B0352,F7047140_691_-01_+06,F7047140_691_+00_+06,,,FALSE
2L705535B0358,F7047140_702_+00_-08,F7047140_702_+01_-08,,,FALSE
2L705535B0239,F7047140_702_+12_-01,F7047140_702_+11_-01,,,FALSE
2L705535B0245,F7047140_702_-13_-01,F7047140_702_-13_-02,,,FALSE
2L705535B0856,F7047140_683_+01_-05,F7047140_683_-01_-05,,,FALSE
2L705535B0850,F7047140_683_+02_-06,F7047140_683_+05_-06,,,FALSE
2L705535B0384,F7047140_702_+02_-08,F7047140_702_+05_-08,,,FALSE
2L705535B0248,F7047140_702_-06_+01,F7047140_702_-07_+01,,,FALSE
2L705535B0298,F7047140_702_-01_+02,F7047140_702_+01_+02,,,FALSE
2L705535B1201,F7047140_689_+06_+08,F7047140_689_+07_+08,,,FALSE
2L705535B0359,F7047140_702_-01_-09,F7047140_702_-02_-09,,,FALSE
2L705535B0945,F7047140_683_-09_+04,F7047140_683_-08_+04,,,FALSE
2L705535B0930,F7047140_683_+09_+05,F7047140_683_+06_+05,,,FALSE
2L705535B0346,F7047140_691_+03_+06,F7047140_691_+04_+06,,,FALSE
2L705535B1248,F7047140_693_-06_+00,F7047140_693_-05_+00,,,FALSE
2L705535B1099,F7047140_689_+11_-03,F7047140_689_-05_-09,,,FALSE
2L705535B1255,F7047140_693_-07_-01,F7047140_693_-08_-01,,,FALSE
2L705535B0246,F7047140_702_-03_+02,F7047140_702_-02_+02,,,FALSE
2L705535B0295,F7047140_702_+06_+02,F7047140_702_+07_+02,,,FALSE
2L705535B0252,F7047140_702_-10_+02,F7047140_702_-06_+02,,,FALSE
2L705535B1204,F7047140_689_-03_+07,F7047140_689_-04_+07,,,FALSE
2L705535B0395,F7047140_702_+07_-07,F7047140_702_+05_-07,,,FALSE
2L705535B0698,F7047140_702_+03_+07,F7047140_702_+02_+07,,,FALSE
2L705535B1240,F7047140_693_+12_-03,F7047140_693_+03_-03,,,FALSE
2L705535B1233,F7047140_689_+01_+07,F7047140_689_+00_+07,,,FALSE
2L705535B0397,F7047140_702_+03_-03,F7047140_702_+02_-03,,,FALSE
2L705535B0794,F7047140_693_-11_+02,F7047140_693_-10_+02,,,FALSE
2L705535B1235,F7047140_689_-01_+07,F7047140_689_-02_+07,,,FALSE
2L705535B0990,F7047140_691_+09_+01,F7047140_691_-03_+01,,,FALSE
2L705535B0774,F7047140_693_+00_+08,F7047140_693_+01_+08,,,FALSE
2L705535B1188,F7047140_693_-04_-04,F7047140_693_-03_-04,,,FALSE
2L705535B0789,F7047140_693_-01_+05,F7047140_693_-03_+05,,,FALSE
2L705535B1093,F7047140_689_-01_-10,F7047140_689_+00_-10,,,FALSE
2L705535B1140,F7047140_702_-02_+04,F7047140_702_-01_+04,,,FALSE
2L705535B1217,F7047140_693_-02_-08,F7047140_693_-01_-08,,,FALSE
2L705535B0760,F7047140_693_+05_+04,F7047140_693_+06_+04,,,FALSE
2L705535B0849,F7047140_683_+04_-04,F7047140_683_+05_-04,,,FALSE
2L705535B1108,F7047140_689_+02_-10,F7047140_685_+04_+09,,,FALSE
2L705535B1249,F7047140_693_-11_-01,F7047140_693_-12_-02,,,FALSE
2L705535B0854,F7047140_683_+05_-03,F7047140_683_+04_-03,,,FALSE
2L705535B0818,F7047140_708_+03_+08,F7047140_708_+04_+08,,,FALSE
2L705535B0919,F7047140_683_+00_+06,F7047140_683_+01_+06,,,FALSE
2L705535B0340,F7047140_691_+08_+06,F7047140_691_+08_+05,,,FALSE
2L705535B1017,F7047140_685_+07_+07,F7047140_685_+05_+07,,,FALSE
2L705535B0694,F7047140_702_+07_+06,F7047140_702_+09_+05,,,FALSE
2L705535B0054,F7047140_691_+02_+04,F7047140_691_+03_+04,,,FALSE
2L705535B0383,F7047140_702_+11_-02,F7047140_702_+12_-02,,,FALSE
2L705535B0762,F7047140_693_-02_+06,F7047140_693_-01_+06,,,FALSE
2L705535B0368,F7047140_691_+05_+07,F7047140_691_+04_+07,,,FALSE
2L705535B0853,F7047140_683_+01_-08,F7047140_683_+02_-08,,,FALSE
2L705535B0242,F7047140_702_-13_+00,F7047140_702_-06_+00,,,FALSE
2L705535B1026,F7047140_689_+11_-02,F7047140_689_+12_-02,,,FALSE
2L705535B0398,F7047140_702_+04_-09,F7047140_702_+03_-09,,,FALSE
2L705535B0811,F7047140_708_-05_+08,F7047140_708_-04_+08,,,FALSE
2L705535B1116,F7047140_685_+11_+04,F7047140_685_+02_+03,,,FALSE
2L705535B0933,F7047140_683_-10_+05,F7047140_683_-10_+04,,,FALSE
2L705535B1224,F7047140_689_-09_+06,F7047140_689_-01_+06,,,FALSE
2L705535B0720,F7047140_702_+08_+05,F7047140_702_+07_+05,,,FALSE
2L705535B1023,F7047140_685_+03_+08,F7047140_685_+04_+08,,,FALSE
2L705535B0910,F7047140_683_+02_+06,F7047140_683_+05_+06,,,FALSE
2L705535B0902,F7047140_705_-11_+05,F7047140_705_-12_+04,,,FALSE
2L705535B0386,F7047140_702_-03_-04,F7047140_702_-02_-04,,,FALSE
2L705535B0343,F7047140_691_-03_+07,F7047140_691_-04_+07,,,FALSE
2L705535B1131,F7047140_685_+03_+07,F7047140_685_-07_+07,,,FALSE
2L705535B1198,F7047140_689_-07_+07,F7047140_689_-10_+06,,,FALSE
2L705535B1122,F7047140_685_-13_+00,F7047140_685_-13_-01,,,FALSE
2L705535B0276,F7047140_702_+08_+04,F7047140_702_+09_+04,,,FALSE
2L705535B0896,F7047140_705_+04_+05,F7047140_705_+03_+05,,,FALSE
2L705535B0733,F7047140_695_+05_-03,F7047140_695_+04_-03,,,FALSE
2L705535B0764,F7047140_693_+00_+06,F7047140_693_+01_+06,,,FALSE
2L705535B0214,F7047140_691_-05_+05,F7047140_691_-07_+05,,,FALSE
2L705535B0700,F7047140_702_-01_+08,F7047140_702_+00_+08,,,FALSE
2L705535B1231,F7047140_689_+09_+05,F7047140_689_+08_+05,,,FALSE
2L705535B0366,F7047140_691_+07_+05,F7047140_691_+05_+05,,,FALSE
2L705535B0808,F7047140_708_+06_+06,F7047140_708_+07_+06,,,FALSE
2L705535B0742,F7047140_693_+02_+08,F7047140_693_+03_+08,,,FALSE
2L705535B0756,F7047140_695_+09_-07,F7047140_695_+07_-07,,,FALSE
2L705535B0903,F7047140_705_+08_+05,F7047140_705_+07_+05,,,FALSE
2L705535B0787,F7047140_693_-02_+03,F7047140_693_-03_+03,,,FALSE
2L705535B1199,F7047140_693_+00_-08,F7047140_693_+02_-08,,,FALSE
2L705535B0738,F7047140_708_-13_-01,F7047140_708_-13_-02,,,FALSE
2L705535B1190,F7047140_693_+11_-05,F7047140_693_+07_-05,,,FALSE
2L705535B0931,F7047140_683_+05_+03,F7047140_683_+04_+03,,,FALSE
2L705535B0293,F7047140_702_-05_+03,F7047140_702_-07_+03,,,FALSE
2L705535B1244,F7047140_693_-08_-02,F7047140_693_-07_-02,,,FALSE
2L705535B0382,F7047140_702_+01_-03,F7047140_702_-01_-03,,,FALSE
2L705535B0841,F7047140_683_-01_-08,F7047140_683_+00_-08,,,FALSE
2L705535B1213,F7047140_693_+05_-08,F7047140_693_+06_-08,,,FALSE
2L705535B1232,F7047140_689_+11_+04,F7047140_689_+11_+03,,,FALSE
2L705535B0307,F7047140_702_+09_+02,F7047140_702_+10_+02,,,FALSE
2L705535B1029,F7047140_685_-01_+09,F7047140_685_-03_+09,,,FALSE
2L705535B0790,F7047140_693_-04_+02,F7047140_693_-03_+02,,,FALSE
2L705535B0855,F7047140_683_-02_-04,F7047140_683_+01_-04,,,FALSE
2L705535B1182,F7047140_693_+05_-05,F7047140_693_-03_-05,,,FALSE
2L705535B1242,F7047140_693_-13_+00,F7047140_693_-11_+00,,,FALSE
2L705535B1133,F7047140_685_+07_+06,F7047140_685_+08_+06,,,FALSE
2L705535B1223,F7047140_689_+07_+05,F7047140_689_+06_+05,,,FALSE
2L705535B1245,F7047140_693_-06_+01,F7047140_693_-07_+01,,,FALSE
2L705535B0375,F7047140_691_-01_+07,F7047140_691_-02_+07,,,FALSE
2L705535B0988,F7047140_691_+07_-08,F7047140_691_+05_-09,,,FALSE
2L705535B0813,F7047140_683_+09_-07,F7047140_683_+07_-07,,,FALSE
2L705535B0991,F7047140_691_-09_-01,F7047140_691_-11_-01,,,FALSE
2L705535B0817,F7047140_708_+00_+09,F7047140_708_-01_+09,,,FALSE
2L705535B1183,F7047140_693_+09_-07,F7047140_693_+08_-07,,,FALSE
2L705535B0390,F7047140_702_-07_-08,F7047140_702_-01_-08,,,FALSE
2L705535B0890,F7047140_705_-01_+05,F7047140_705_-03_+05,,,FALSE
2L705535B1192,F7047140_693_+00_-07,F7047140_693_-01_-07,,,FALSE
2L705535B0735,F7047140_702_-06_+06,F7047140_702_-05_+06,,,FALSE
2L705535B0714,F7047140_708_+04_+05,F7047140_708_+03_+05,,,FALSE
2L705535B0784,F7047140_693_+09_+02,F7047140_693_+10_+02,,,FALSE
2L705535B0699,F7047140_708_-07_+06,F7047140_708_+01_+06,,,FALSE
2L705535B1119,F7047140_685_-09_+05,F7047140_685_-10_+05,,,FALSE
2L705535B0719,F7047140_695_+10_-03,F7047140_695_+09_-03,,,FALSE
2L705535B0063,F7047140_691_+04_+05,F7047140_691_+03_+05,,,FALSE
2L705535B0942,F7047140_683_+05_+05,F7047140_683_+03_+05,,,FALSE
2L705535B0211,F7047140_691_+04_+04,F7047140_691_+06_+04,,,FALSE
2L705535B1246,F7047140_693_-05_-02,F7047140_693_-04_-02,,,FALSE
2L705535B0885,F7047140_705_+02_+03,F7047140_705_-05_+03,,,FALSE
2L705535B0394,F7047140_702_-05_-03,F7047140_702_-12_-04,,,FALSE
2L628360B0145,Z340515C_691_+22_+13,Z340515C_691_+22_+13,,,FALSE
2L705535B1229,F7047140_689_+08_+06,F7047140_689_+09_+06,,,FALSE
2L705535B1218,F7047140_693_-02_-07,F7047140_693_-04_-07,,,FALSE
2L705535B0824,F7047140_683_+09_+02,F7047140_683_+10_+02,,,FALSE
2L705535B0769,F7047140_693_-04_+06,F7047140_693_-03_+06,,,FALSE
2L705535B0369,F7047140_691_-05_+07,F7047140_691_-06_+07,,,FALSE
2L705535B1251,F7047140_693_+09_+01,F7047140_693_+03_+01,,,FALSE
2L705535B0367,F7047140_691_-04_+08,F7047140_691_-02_+08,,,FALSE
2L705535B0362,F7047140_691_+03_+08,F7047140_691_+04_+08,,,FALSE
2L705535B0812,F7047140_708_+06_+07,F7047140_708_+05_+07,,,FALSE
